Wall time,Step,Value
1666764210.7352161,16384,-189.4733428955078
1666764648.7719033,32768,-167.5887908935547
1666765087.4853635,49152,-173.33035278320312
1666765537.561737,65536,-124.8163070678711
1666765975.95062,81920,-121.16458892822266
1666766405.4835265,98304,-112.19219207763672
1666766858.065584,114688,-119.69995880126953
1666767310.014198,131072,-108.40526580810547
1666767728.201481,147456,-99.90042114257812
1666768143.6265874,163840,-94.166748046875
1666768592.8976104,180224,-98.29196166992188
1666769037.505971,196608,-98.9371109008789
1666769475.051399,212992,-105.43036651611328
1666769882.7339938,229376,-99.18212127685547
1666770307.402194,245760,-106.85623931884766
1666770730.9936492,262144,-109.45720672607422
1666771162.0665162,278528,-110.607666015625
1666771592.4951236,294912,-100.32884979248047
1666772021.7112036,311296,-101.02226257324219
1666772451.0297348,327680,-93.71015930175781
1666772862.5390542,344064,-100.45105743408203
1666773297.1669176,360448,-96.48636627197266
1666773735.1678686,376832,-100.03528594970703
1666774171.472212,393216,-103.52168273925781
1666774564.044119,409600,-97.72030639648438
1666774987.121309,425984,-96.80400848388672
1666775422.5601478,442368,-98.6811294555664
1666775854.5892482,458752,-97.80162811279297
1666776290.8425772,475136,-94.00080108642578
1666776728.2230158,491520,-97.01689147949219
1666777160.288861,507904,-96.16027069091797
1666777593.9519444,524288,-96.54244995117188
1666778032.7737489,540672,-105.55782318115234
1666778436.7215614,557056,-105.752197265625
1666778872.8644867,573440,-92.48838806152344
1666779278.3308902,589824,-98.67350769042969
1666779712.953126,606208,-94.12483215332031
1666780139.6684163,622592,-90.03279113769531
1666780551.4167018,638976,-107.84101104736328
1666780988.2142422,655360,-101.05502319335938
1666781423.038155,671744,-97.69844055175781
1666781851.952638,688128,-92.06208801269531
1666782279.8138342,704512,-83.74000549316406
1666782716.9620752,720896,-86.7049789428711
1666783146.419637,737280,-81.88194274902344
1666783584.2994366,753664,-82.51918029785156
1666784025.1364937,770048,-71.28105163574219
1666784456.4415936,786432,-74.961669921875
1666784888.1498425,802816,-76.72064208984375
1666785324.5964644,819200,-75.48359680175781
1666785769.6908903,835584,-68.16136169433594
1666786204.6223106,851968,-66.79212188720703
1666786633.7530386,868352,-69.90211486816406
1666787072.5831602,884736,-70.00113677978516
1666787509.4290075,901120,-66.85587310791016
1666787940.0715656,917504,-61.55323791503906
1666788375.5747113,933888,-54.841270446777344
1666788812.9405854,950272,-55.94363021850586
1666789232.6477983,966656,-50.26798629760742
1666789666.5900455,983040,-53.61990737915039
1666790098.8050945,999424,-37.690303802490234
1666790538.4673858,1015808,-49.5516357421875
1666790985.314879,1032192,-33.260780334472656
1666791433.2116075,1048576,-41.474525451660156
1666791876.2187533,1064960,-33.31108474731445
1666792325.0039322,1081344,-33.92338562011719
1666792762.629312,1097728,-40.31553649902344
1666793230.0673847,1114112,-36.61928176879883
1666793691.347238,1130496,-34.57807540893555
1666794145.6582417,1146880,-25.457111358642578
1666794594.3618603,1163264,-31.69931983947754
1666795008.5895853,1179648,-34.01808547973633
1666795452.4767182,1196032,-33.47007369995117
1666795905.7530553,1212416,-25.786909103393555
1666796362.4607925,1228800,-26.14409065246582
1666796813.8945768,1245184,-34.8652229309082
1666797269.9160922,1261568,-23.68824577331543
1666797715.0891953,1277952,-27.251625061035156
1666798169.2328691,1294336,-25.65842628479004
1666798629.373878,1310720,-30.96145248413086
1666799087.1340694,1327104,-37.38441848754883
1666799543.4105067,1343488,-64.81372833251953
1666799994.7529955,1359872,-77.15010833740234
1666800444.774182,1376256,-65.8818588256836
1666800904.9532595,1392640,-42.280616760253906
1666801298.7528484,1409024,-42.496604919433594
